Semester Year Name,Semester Year Letter Cd Concat,Semester Nm,Ungrad Grad Cd,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum,Student Headcount-DEC,Academic Yr
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,815,750.1666667,815,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,43,31.5,43,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,71,68.5,71,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,333,276.3333333,333,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,2,2,2,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,157,129.1666667,157,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,92,62.83333333,92,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,29,26.5,29,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,264,245.5,264,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,802,684.1666667,802,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,153,120.3333333,153,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,41,35.5,41,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,51,48,51,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,388,346.3333333,388,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,671,602.5,671,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,88,73.83333333,88,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,869,766.1666667,869,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,629,544.5,629,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,469,427.3333333,469,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,9725,9725,9725,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,826,742,826,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,171,156.6666667,171,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",729,695.5,729,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,298,288.5,298,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,312,312,312,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,191,184,191,2009-10
2009 Fall,2009 D,Fall,U,All,Haas School of Business,Haas School of Business,Business,691,609,691,2009-10
2009 Fall,2009 D,Fall,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,11,11,11,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,344,342.5,344,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,413,410,413,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,414,407,414,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,401,398.3333333,401,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,935,915.8333333,935,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,44,43.5,44,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,256,252.5,256,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,115,111.5,115,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,83,81.5,83,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,551,545,551,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,44,44,44,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,526,519,526,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,51,45.5,51,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,37,36.5,37,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,2,2,2,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,13,12.5,13,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,183,157.8333333,183,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,190,176,190,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,225,184.8333333,225,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,20,15.66666667,20,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,339,309,339,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,311,278,311,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,155,131.5,155,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,59,47.5,59,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,59,52.33333333,59,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,113,86.83333333,113,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,624,564.5,624,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,117,102.5,117,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,79,53.83333333,79,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,42,31.5,42,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,130,112.5,130,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,21,14.5,21,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,118,103,118,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,27,21,27,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,231,211.8333333,231,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,218,178.6666667,218,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,16,12.5,16,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,21,17.83333333,21,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,29,22,29,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,121,95.5,121,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,91,79.66666667,91,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,564,518,564,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,903,827.6666667,903,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,41,29.5,41,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,82,77,82,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,368,295.1666667,368,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,1,1,1,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,180,148.6666667,180,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,123,85.16666667,123,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,27,22.5,27,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,273,250.5,273,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,918,789,918,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,161,125.3333333,161,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,56,48,56,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,58,54,58,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,457,408.1666667,457,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,822,744.3333333,822,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,89,74.83333333,89,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,954,844.3333333,954,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,642,549.8333333,642,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,498,449.8333333,498,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,8585,8585,8585,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,924,826.1666667,924,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,165,147.8333333,165,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",717,680.8333333,717,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,286,278.5,286,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,246,246,246,2009-10
2010 Spring,2010 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,177,168.3333333,177,2009-10
2010 Spring,2010 B,Spring,U,All,Haas School of Business,Haas School of Business,Business,628,543.5,628,2009-10
2010 Spring,2010 B,Spring,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,4,4,4,2009-10
2010 Fall,2010 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,370,369,370,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,443,439,443,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,414,406.5,414,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,395,393.3333333,395,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1074,1049.833333,1074,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,56,56,56,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,305,301,305,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,114,111,114,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,87,86,87,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,561,555,561,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,44,44,44,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,495,488.5,495,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,59,53.5,59,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,37,36.5,37,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,2,2,2,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,9,7.5,9,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,179,149.3333333,179,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,193,173.5,193,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,194,159.8333333,194,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,20,14.83333333,20,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,334,307.5,334,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,293,265,293,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,115,96.5,115,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,53,45,53,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,58,50.33333333,58,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,97,76.16666667,97,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,576,526.5,576,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,99,89.5,99,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,63,41.16666667,63,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,33,24,33,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,108,95,108,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,18,12,18,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,100,85,100,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,19,15,19,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Other Arts & Humanities Pgms,1,1,1,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,207,187.5,207,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,175,145.5,175,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,12,9.5,12,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,21,18.5,21,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,23,18,23,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,105,84.5,105,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,79,66.16666667,79,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,564,511.6666667,564,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,700,637.8333333,700,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Limited,L&S Limited,1,1,1,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,39,28.5,39,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,83,79,83,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,363,284.6666667,363,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,3,2.5,3,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,171,138.3333333,171,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,138,94.33333333,138,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,18,15,18,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,284,258.3333333,284,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,801,669.1666667,801,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,146,119.3333333,146,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,55,44,55,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,66,61.5,66,2010-11
2010 Fall,2010 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,344,305.5,344,2010-11
